_id,HAT_NO,YON,DURAK_ID,DURAK_ADI,ENLEM,BOYLAM,DURAKTAN_GECEN_HATLAR
1,32,2,10005,Bahribaba,38.41526836260150,27.12763952722090,32
2,32,1,10005,Bahribaba,38.41526836260150,27.12763952722090,32
3,29,2,10007,Bahribaba,38.415144105211,27.12772009127190,29-30
4,29,1,10007,Bahribaba,38.415144105211,27.12772009127190,29-30
5,30,1,10007,Bahribaba,38.415144105211,27.12772009127190,29-30
6,30,2,10007,Bahribaba,38.415144105211,27.12772009127190,29-30
7,587,2,10008,Bahribaba,38.41518719587190,27.12756664339320,587
8,587,1,10008,Bahribaba,38.41518719587190,27.12756664339320,587
9,33,2,10009,Bahribaba,38.415056,27.127667,33
10,33,1,10009,Bahribaba,38.415056,27.127667,33
11,157,2,10010,Bahribaba,38.4151,27.1275,157
12,157,1,10010,Bahribaba,38.4151,27.1275,157
13,27,2,10011,Bahribaba,38.415025,27.127564,27
14,27,1,10011,Bahribaba,38.415025,27.127564,27
15,15,2,10012,Bahribaba,38.415174494138,27.12724892505890,15-21
16,15,1,10012,Bahribaba,38.415174494138,27.12724892505890,15-21
17,21,2,10012,Bahribaba,38.415174494138,27.12724892505890,15-21
18,21,1,10012,Bahribaba,38.415174494138,27.12724892505890,15-21
19,588,2,10013,Bahribaba,38.415048,27.127411,588
20,588,1,10013,Bahribaba,38.415048,27.127411,588
21,550,2,10014,Bahribaba,38.414970,27.127469,550
22,550,1,10014,Bahribaba,38.414970,27.127469,550
23,193,2,10015,Bahribaba,38.4149,27.1273,193
24,193,1,10015,Bahribaba,38.4149,27.1273,193
25,224,2,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
26,224,1,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
27,910,2,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
28,910,1,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
29,920,2,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
30,920,1,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
31,930,2,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
32,930,1,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
33,940,2,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
34,940,1,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
35,950,2,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
36,950,1,10016,Bahribaba,38.4148,27.1276,224-910-920-930-940-950
37,35,2,10019,Bahribaba,38.41546958092150,27.12704956568790,35-811
38,35,1,10019,Bahribaba,38.41546958092150,27.12704956568790,35-811
39,811,2,10019,Bahribaba,38.41546958092150,27.12704956568790,35-811
40,811,1,10019,Bahribaba,38.41546958092150,27.12704956568790,35-811
41,253,2,10021,Bahribaba,38.41552754610510,27.126972450984,253-951
42,253,1,10021,Bahribaba,38.41552754610510,27.126972450984,253-951
43,951,2,10021,Bahribaba,38.41552754610510,27.126972450984,253-951
44,951,1,10021,Bahribaba,38.41552754610510,27.126972450984,253-951
45,10,2,10022,Bahribaba,38.41538964995170,27.12685807561770,10
46,10,1,10022,Bahribaba,38.41538964995170,27.12685807561770,10
47,303,2,10030,Konak,38.41621811374660,27.12632093742520,303-304
48,303,1,10030,Konak,38.41621811374660,27.12632093742520,303-304
49,304,2,10030,Konak,38.41621811374660,27.12632093742520,303-304
50,304,1,10030,Konak,38.41621811374660,27.12632093742520,303-304
51,792,2,10033,Koca Yusuf,38.14187338993470,27.18809855804590,792
52,792,1,10034,Koca Yusuf,38.14164738757960,27.18831855628360,792
53,104,2,10036,Konak,38.416466,27.127236,104-171-465-471
54,104,1,10036,Konak,38.416466,27.127236,104-171-465-471
55,171,2,10036,Konak,38.416466,27.127236,104-171-465-471
56,171,1,10036,Konak,38.416466,27.127236,104-171-465-471
57,465,2,10036,Konak,38.416466,27.127236,104-171-465-471
58,465,1,10036,Konak,38.416466,27.127236,104-171-465-471
59,471,2,10036,Konak,38.416466,27.127236,104-171-465-471
60,471,1,10036,Konak,38.416466,27.127236,104-171-465-471
61,484,2,10037,Konak,38.416633,27.126987,484-485
62,484,1,10037,Konak,38.416633,27.126987,484-485
63,485,2,10037,Konak,38.416633,27.126987,484-485
64,485,1,10037,Konak,38.416633,27.126987,484-485
65,152,2,10038,Konak,38.415688,27.126432,152-887
66,887,2,10038,Konak,38.415688,27.126432,152-887
67,233,2,10039,Konak,38.415883,27.126331,233
68,466,2,10040,Konak,38.416022,27.126181,466
69,466,1,10040,Konak,38.416022,27.126181,466
70,302,2,10041,Konak,38.416121,27.126002,302
71,302,1,10041,Konak,38.416121,27.126002,302
72,792,1,10056,Fatih,38.14023421644420,27.196591496071,792
73,792,2,10057,Fatih,38.13980634421010,27.19607855386320,792
74,792,1,10058,Karakuyu Yolu,38.146886,27.184758,792
75,792,2,10059,Karakuyu Yolu,38.146728,27.184888,792
76,792,2,10083,ileme Tepe Sokak,38.147828,27.181829,792
77,792,1,10084,ileme Tepe Sokak,38.147920,27.181749,792
78,792,2,10085,ileme Yolu,38.1308,27.234432,792
79,792,1,10086,ileme Yolu,38.130830,27.234350,792
80,35,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
81,202,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
82,253,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
83,302,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
84,466,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
85,910,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
86,920,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
87,930,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
88,940,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
89,950,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
90,951,1,10102,skele,38.4199,27.1279,35-202-253-302-466-910-920-930-940-950-951
91,18,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
92,19,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
93,20,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
94,202,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
95,253,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
96,302,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
97,466,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
98,811,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
99,910,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
100,920,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
101,930,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
102,940,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
103,950,2,10103,Belediye Saray,38.4214,27.1297,18-19-20-202-253-302-466-811-910-920-930-940-950
104,202,1,10104,Sosyal Sigortalar Kurumu,38.4252,27.1324,202-253-910-920-940-950
105,253,1,10104,Sosyal Sigortalar Kurumu,38.4252,27.1324,202-253-910-920-940-950
106,910,1,10104,Sosyal Sigortalar Kurumu,38.4252,27.1324,202-253-910-920-940-950
107,920,1,10104,Sosyal Sigortalar Kurumu,38.4252,27.1324,202-253-910-920-940-950
108,940,1,10104,Sosyal Sigortalar Kurumu,38.4252,27.1324,202-253-910-920-940-950
109,950,1,10104,Sosyal Sigortalar Kurumu,38.4252,27.1324,202-253-910-920-940-950
110,202,1,10106,Dokuz Eyll Rektrlk,38.4305,27.1359,202-253-910-920-940-950
111,253,1,10106,Dokuz Eyll Rektrlk,38.4305,27.1359,202-253-910-920-940-950
112,910,1,10106,Dokuz Eyll Rektrlk,38.4305,27.1359,202-253-910-920-940-950
113,920,1,10106,Dokuz Eyll Rektrlk,38.4305,27.1359,202-253-910-920-940-950
114,940,1,10106,Dokuz Eyll Rektrlk,38.4305,27.1359,202-253-910-920-940-950
115,950,1,10106,Dokuz Eyll Rektrlk,38.4305,27.1359,202-253-910-920-940-950
116,253,2,10107,Dokuz Eyll Rektrlk,38.4319,27.1375,253-920
117,920,2,10107,Dokuz Eyll Rektrlk,38.4319,27.1375,253-920
118,253,1,10108,Alsancak Devlet Hastanesi,38.43439260680250,27.14178832617120,253-920
119,920,1,10108,Alsancak Devlet Hastanesi,38.43439260680250,27.14178832617120,253-920
120,253,2,10109,Alsancak Devlet Hastanesi,38.43440111949490,27.14229076784950,253-920
121,920,2,10109,Alsancak Devlet Hastanesi,38.43440111949490,27.14229076784950,253-920
122,253,1,10110,Talatpaa,38.43558261482280,27.144567309316,253-920
123,920,1,10110,Talatpaa,38.43558261482280,27.144567309316,253-920
124,253,2,10111,Talatpaa,38.4353,27.1442,253-920
125,920,2,10111,Talatpaa,38.4353,27.1442,253-920
126,202,2,10112,Halit Ziya,38.42610223041670,27.13501873760180,202-253-910-920-940-950
127,253,2,10112,Halit Ziya,38.42610223041670,27.13501873760180,202-253-910-920-940-950
128,910,2,10112,Halit Ziya,38.42610223041670,27.13501873760180,202-253-910-920-940-950
129,920,2,10112,Halit Ziya,38.42610223041670,27.13501873760180,202-253-910-920-940-950
130,940,2,10112,Halit Ziya,38.42610223041670,27.13501873760180,202-253-910-920-940-950
131,950,2,10112,Halit Ziya,38.42610223041670,27.13501873760180,202-253-910-920-940-950
132,23,2,10117,Hisarn,38.4224,27.1323,23-35-811-910-930-940-950-951
133,35,2,10117,Hisarn,38.4224,27.1323,23-35-811-910-930-940-950-951
134,811,2,10117,Hisarn,38.4224,27.1323,23-35-811-910-930-940-950-951
135,910,2,10117,Hisarn,38.4224,27.1323,23-35-811-910-930-940-950-951
136,930,2,10117,Hisarn,38.4224,27.1323,23-35-811-910-930-940-950-951
137,940,2,10117,Hisarn,38.4224,27.1323,23-35-811-910-930-940-950-951
138,950,2,10117,Hisarn,38.4224,27.1323,23-35-811-910-930-940-950-951
139,951,2,10117,Hisarn,38.4224,27.1323,23-35-811-910-930-940-950-951
140,35,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
141,72,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
142,104,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
143,105,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
144,171,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
145,285,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
146,374,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
147,465,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
148,471,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
149,484,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
150,485,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
151,811,2,10119,Kavaflar,38.4224,27.1365,35-72-104-105-171-285-374-465-471-484-485-811
152,41,2,10121,ankaya,38.422420,27.139350,41-42-44-45-46-302-811-951
153,42,2,10121,ankaya,38.422420,27.139350,41-42-44-45-46-302-811-951
154,44,2,10121,ankaya,38.422420,27.139350,41-42-44-45-46-302-811-951
155,45,2,10121,ankaya,38.422420,27.139350,41-42-44-45-46-302-811-951
156,46,2,10121,ankaya,38.422420,27.139350,41-42-44-45-46-302-811-951
157,302,2,10121,ankaya,38.422420,27.139350,41-42-44-45-46-302-811-951
158,811,2,10121,ankaya,38.422420,27.139350,41-42-44-45-46-302-811-951
159,951,2,10121,ankaya,38.422420,27.139350,41-42-44-45-46-302-811-951
160,34,2,10123,Basmane Ptt,38.42240058495690,27.14150036781370,34-35-36-39-236-466-811-838
161,35,2,10123,Basmane Ptt,38.42240058495690,27.14150036781370,34-35-36-39-236-466-811-838
162,36,2,10123,Basmane Ptt,38.42240058495690,27.14150036781370,34-35-36-39-236-466-811-838
163,39,2,10123,Basmane Ptt,38.42240058495690,27.14150036781370,34-35-36-39-236-466-811-838
164,236,2,10123,Basmane Ptt,38.42240058495690,27.14150036781370,34-35-36-39-236-466-811-838
165,466,2,10123,Basmane Ptt,38.42240058495690,27.14150036781370,34-35-36-39-236-466-811-838
166,811,2,10123,Basmane Ptt,38.42240058495690,27.14150036781370,34-35-36-39-236-466-811-838
167,838,2,10123,Basmane Ptt,38.42240058495690,27.14150036781370,34-35-36-39-236-466-811-838
168,34,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
169,36,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
170,39,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
171,41,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
172,42,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
173,44,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
174,45,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
175,46,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
176,236,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
177,838,1,10124,ardak 2,38.42399454705020,27.13881952609450,34-36-39-41-42-44-45-46-236-838
178,35,1,10126,Borsa,38.4245,27.1346,35-302-466-930-951
179,302,1,10126,Borsa,38.4245,27.1346,35-302-466-930-951
180,466,1,10126,Borsa,38.4245,27.1346,35-302-466-930-951
181,930,1,10126,Borsa,38.4245,27.1346,35-302-466-930-951
182,951,1,10126,Borsa,38.4245,27.1346,35-302-466-930-951
183,35,1,10128,ardak,38.424081,27.140708,35-302-466-811-951
184,302,1,10128,ardak,38.424081,27.140708,35-302-466-811-951
185,466,1,10128,ardak,38.424081,27.140708,35-302-466-811-951
186,811,2,10128,ardak,38.424081,27.140708,35-302-466-811-951
187,951,1,10128,ardak,38.424081,27.140708,35-302-466-811-951
188,41,2,10130,ehit Fethibey,38.42282720096370,27.13203690286850,41-42-46
189,41,1,10130,ehit Fethibey,38.42282720096370,27.13203690286850,41-42-46
190,42,2,10130,ehit Fethibey,38.42282720096370,27.13203690286850,41-42-46
191,42,1,10130,ehit Fethibey,38.42282720096370,27.13203690286850,41-42-46
192,46,2,10130,ehit Fethibey,38.42282720096370,27.13203690286850,41-42-46
193,46,1,10130,ehit Fethibey,38.42282720096370,27.13203690286850,41-42-46
194,44,2,10131,ehit Fethibey,38.42331649395760,27.13229431605970,44-45
195,44,1,10131,ehit Fethibey,38.42331649395760,27.13229431605970,44-45
196,45,2,10131,ehit Fethibey,38.42331649395760,27.13229431605970,44-45
197,45,1,10131,ehit Fethibey,38.42331649395760,27.13229431605970,44-45
198,34,2,10132,ehit Fethibey,38.42357800627960,27.13244943182510,34
199,34,1,10132,ehit Fethibey,38.42357800627960,27.13244943182510,34
200,36,2,10133,ehit Fethibey,38.42380233283730,27.13257340030020,36-236
201,36,1,10133,ehit Fethibey,38.42380233283730,27.13257340030020,36-236
202,236,2,10133,ehit Fethibey,38.42380233283730,27.13257340030020,36-236
203,236,1,10133,ehit Fethibey,38.42380233283730,27.13257340030020,36-236
204,517,2,10134,Fahrettin Altay Meydan 7,38.39677243851040,27.07025873547320,517-681-879-950
205,681,1,10134,Fahrettin Altay Meydan 7,38.39677243851040,27.07025873547320,517-681-879-950
206,879,1,10134,Fahrettin Altay Meydan 7,38.39677243851040,27.07025873547320,517-681-879-950
207,950,1,10134,Fahrettin Altay Meydan 7,38.39677243851040,27.07025873547320,517-681-879-950
208,517,1,10135,Fahrettin Altay Meydan 6,38.39665107386320,27.07152728144950,517-681-811-879-950
209,681,2,10135,Fahrettin Altay Meydan 6,38.39665107386320,27.07152728144950,517-681-811-879-950
210,811,2,10135,Fahrettin Altay Meydan 6,38.39665107386320,27.07152728144950,517-681-811-879-950
211,879,2,10135,Fahrettin Altay Meydan 6,38.39665107386320,27.07152728144950,517-681-811-879-950
212,950,2,10135,Fahrettin Altay Meydan 6,38.39665107386320,27.07152728144950,517-681-811-879-950
213,39,2,10136,ehit Fethibey,38.42401301942080,27.13269310034820,39-838
214,39,1,10136,ehit Fethibey,38.42401301942080,27.13269310034820,39-838
215,838,2,10136,ehit Fethibey,38.42401301942080,27.13269310034820,39-838
216,838,1,10136,ehit Fethibey,38.42401301942080,27.13269310034820,39-838
217,10,2,10145,Kz Lisesi,38.4132,27.1222,10-253-302-951
218,253,2,10145,Kz Lisesi,38.4132,27.1222,10-253-302-951
219,302,2,10145,Kz Lisesi,38.4132,27.1222,10-253-302-951
220,951,2,10145,Kz Lisesi,38.4132,27.1222,10-253-302-951
221,10,1,10146,Kz Lisesi,38.4132,27.1223,10-35-253-811-951
222,35,1,10146,Kz Lisesi,38.4132,27.1223,10-35-253-811-951
223,253,1,10146,Kz Lisesi,38.4132,27.1223,10-35-253-811-951
224,811,1,10146,Kz Lisesi,38.4132,27.1223,10-35-253-811-951
225,951,1,10146,Kz Lisesi,38.4132,27.1223,10-35-253-811-951
226,10,2,10147,Karata Anadolu Lisesi,38.41064106732220,27.12112171310730,10-253-302-951
227,253,2,10147,Karata Anadolu Lisesi,38.41064106732220,27.12112171310730,10-253-302-951
228,302,2,10147,Karata Anadolu Lisesi,38.41064106732220,27.12112171310730,10-253-302-951
229,951,2,10147,Karata Anadolu Lisesi,38.41064106732220,27.12112171310730,10-253-302-951
230,10,1,10148,Karata Anadolu Lisesi,38.41078360486190,27.12146473327910,10-35-253-811-951
231,35,1,10148,Karata Anadolu Lisesi,38.41078360486190,27.12146473327910,10-35-253-811-951
232,253,1,10148,Karata Anadolu Lisesi,38.41078360486190,27.12146473327910,10-35-253-811-951
233,811,1,10148,Karata Anadolu Lisesi,38.41078360486190,27.12146473327910,10-35-253-811-951
234,951,1,10148,Karata Anadolu Lisesi,38.41078360486190,27.12146473327910,10-35-253-811-951
235,10,2,10149,Asansr,38.4095,27.1167,10
236,10,1,10150,Gztepe Depo,38.39884045294980,27.08011032200030,10
237,10,2,10151,Yal,38.4094,27.1122,10
238,10,1,10152,Gzelyal,38.39809945495830,27.08331496555360,10
239,10,2,10153,Mektupu,38.4086,27.1098,10
240,10,1,10154,Faik Bey,38.39764045962850,27.08720345738860,10
241,10,2,10155,Mithatpaa Mesleki ve Teknik Anadolu Lisesi,38.40731481636720,27.10738543079180,10
242,10,1,10156,Gztepe,38.39868783884970,27.09082664220760,10
243,10,2,10157,Karantina,38.4072,27.1042,10
244,10,1,10158,Vali Kona,38.40099048681490,27.09321363025810,10
245,10,1,10160,Sadk Bey,38.40289447787680,27.09654946966690,10
246,10,2,10161,Kpr,38.4059,27.1003,10
247,10,1,10162,Kpr,38.40547821759790,27.09956852352130,10
248,10,2,10163,Sadk Bey,38.40320047988850,27.09660061041830,10
249,10,1,10164,Karantina,38.40703547924790,27.10412714741910,10
250,10,2,10165,Vali Kona,38.4009,27.0930,10
251,10,1,10166,Mithatpaa Mesleki ve Teknik Anadolu Lisesi,38.40737350321020,27.10779826438370,10
252,10,2,10167,Gztepe,38.3986,27.0904,10
253,10,1,10168,Mektupu,38.40846750670320,27.10980154263550,10
254,10,2,10169,Faik Bey,38.3977,27.0868,10
255,10,1,10170,Yal,38.40922654013230,27.11194453479720,10
256,10,2,10171,Gzelyal,38.3981,27.0836,10
257,10,1,10172,Asansr,38.40937859638290,27.11697016157790,10
258,10,2,10173,Gztepe Depo,38.3989,27.0798,10
259,10,2,10175,Adnan Saygun Sanat Merkezi,38.39881944951710,27.07758470050850,10
260,5,2,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
261,6,2,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
262,7,2,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
263,10,2,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
264,17,1,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
265,24,2,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
266,25,2,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
267,202,1,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
268,480,2,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
269,486,2,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
270,510,1,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
271,650,1,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
272,671,1,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
273,690,1,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
274,873,1,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
275,977,2,10177,Hava Hastanesi,38.3982,27.0732,5-6-7-10-17-24-25-202-480-486-510-650-671-690-873-977
276,5,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
277,6,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
278,7,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
279,10,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
280,24,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
281,25,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
282,202,2,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
283,480,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
284,486,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
285,510,2,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
286,650,2,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
287,946,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
288,977,1,10178,Adnan Saygun Sanat Merkezi,38.39856942866340,27.07628969249320,5-6-7-10-24-25-202-480-486-510-650-946-977
289,5,1,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
290,6,1,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
291,7,1,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
292,10,1,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
293,24,1,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
294,25,1,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
295,202,2,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
296,480,1,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
297,486,1,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
298,510,2,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
299,650,2,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
300,977,1,10182,Fahrettin Altay Meydan 5,38.39763804989940,27.07112152870530,5-6-7-10-24-25-202-480-486-510-650-977
301,5,2,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
302,6,2,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
303,7,2,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
304,17,1,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
305,24,2,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
306,25,2,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
307,202,1,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
308,480,2,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
309,486,2,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
310,510,1,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
311,650,1,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
312,671,1,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
313,690,1,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
314,873,1,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
315,977,2,10199,Adnan Saygun Sanat Merkezi,38.399787,27.077479,5-6-7-17-24-25-202-480-486-510-650-671-690-873-977
